year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1392,73,38.42
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1393,65,38.92
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1394,102,34.69
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1395,73,33.33
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1396,58,38.16
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1397,108,50.47
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1398,95,37.11
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1399,98,59.39
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1661,97,64.24
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1662,175,71.14
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1663,107,67.72
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1664,107,68.15
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1665,280,69.31
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1666,144,73.1
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1668,95,46.57
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1670,154,56.41
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1672,92,61.33
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1673,136,56.9
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1675,109,66.87
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1676,82,61.19
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1677,155,76.73
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1679,149,65.93
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1682,162,66.39
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1683,137,61.16
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1684,56,39.16
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1685,91,46.43
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1686,51,35.17
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1687,97,40.25
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1688,67,56.3
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1689,136,54.84
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1690,91,59.87
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1691,83,64.34
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1692,119,56.67
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1693,121,60.5
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1695,172,61.21
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1696,146,61.86
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1697,83,53.21
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1698,102,68
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1699,48,52.75
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1700,88,54.32
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1701,104,59.77
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1702,144,51.61
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1703,149,54.98
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1704,36,40.45
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1709,81,44.26
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1710,34,38.64
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1711,54,45.38
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1712,84,43.52
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1713,48,36.64
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1714,116,49.57
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1715,36,33.33
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1716,29,26.13
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1717,91,65.94
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1718,66,54.55
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1719,84,43.98
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1720,90,43.27
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1721,76,42.46
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1722,91,45.27
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1723,102,53.12
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1724,115,62.16
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1725,59,43.07
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1726,54,35.53
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1727,95,51.35
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1729,53,54.64
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1730,98,54.44
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1731,98,54.14
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1732,119,52.42
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1734,97,47.09
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1735,77,50.99
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1736,79,53.38
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1737,92,51.69
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1738,80,56.34
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1739,121,65.05
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1740,115,59.9
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1741,68,49.64
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1742,81,54
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1743,98,47.8
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1744,112,54.63
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1746,81,46.02
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1747,105,58.99
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1748,70,46.36
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1749,86,40.95
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1750,129,47.6
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1751,85,48.3
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1752,111,58.73
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1754,100,46.95
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1755,73,57.48
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1756,106,40.77
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1757,58,46.77
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1758,91,52
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1759,82,49.7
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1760,114,58.46
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1761,93,56.02
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1762,89,53.94
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1763,68,48.57
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1764,83,54.25
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1765,86,57.72
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1766,174,51.48
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1767,56,40.58
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1768,57,44.88
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1769,78,55.71
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1771,108,55.1
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1803,102,58.96
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1805,80,43.01
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1806,91,36.11
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1808,48,34.78
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1812,69,43.95
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1813,54,38.57
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1815,88,42.93
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-1816,62,46.27
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2116,87,50.29
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2117,57,30.81
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2118,81,38.57
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2119,87,41.04
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2120,93,45.15
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2121,86,33.46
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2125,90,38.3
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2126,126,43.9
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2130,79,42.7
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2131,86,39.81
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2133,80,35.09
2023,General,Seattle School District No. 1,Director District No. 3,Ben Gitenstein,SEA 36-2134,85,35.27
